Date,Type,NHS Area Code,ONS Code,Name,Total
06-2021,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,11830
06-2021,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,17354
06-2021,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,48136
06-2021,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,25696
06-2021,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,24409
06-2021,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,16877
06-2021,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,9306
06-2021,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,32915
06-2021,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,38540
06-2021,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,21033
06-2021,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,28532
06-2021,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",33796
06-2021,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",34361
06-2021,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",33721
06-2021,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,8522
06-2021,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,9590
06-2021,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,12708
06-2021,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,4748
06-2021,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,7951
06-2021,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,16885
06-2021,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,49358
06-2021,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,22869
06-2021,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,17460
06-2021,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,56288
06-2021,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,18719
06-2021,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,14858
06-2021,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,7948
06-2021,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,22186
06-2021,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,17129
06-2021,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,23475
06-2021,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",63392
06-2021,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,23498
06-2021,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,80198
06-2021,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,94005
06-2021,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,20082
06-2021,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,32955
06-2021,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,28386
06-2021,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,59041
06-2021,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,46618
06-2021,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",32828
06-2021,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",25952
06-2021,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",88969
06-2021,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,99732
06-2021,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,37159
06-2021,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,115272
06-2021,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,58971
06-2021,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,47983
06-2021,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,43950
06-2021,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,63615
06-2021,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,24429
06-2021,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,54959
06-2021,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,82043
06-2021,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,47662
06-2021,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,109029
06-2021,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,81327
06-2021,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,69868
06-2021,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,148463
06-2021,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,57576
06-2021,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,47110
06-2021,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,144261
06-2021,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,90350
06-2021,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",78271
06-2021,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,121113
06-2021,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,34777
06-2021,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,50212
06-2021,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,15335
06-2021,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,17627
06-2021,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,11945
06-2021,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,14041
06-2021,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,149810
06-2021,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,75367
06-2021,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,66687
06-2021,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,110324
06-2021,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,148887
06-2021,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",42668
06-2021,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",11821
06-2021,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,95722
06-2021,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,157435
06-2021,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,43950
06-2021,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,70280
06-2021,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",42668
06-2021,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,99732
06-2021,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,268837
06-2021,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,115272
06-2021,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,49447
06-2021,ICB,QJK,E54000037,NHS Devon Integrated Care Board,58971
06-2021,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,69868
06-2021,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",101878
06-2021,ICB,QKK,E54000030,NHS South East London Integrated Care Board,148463
06-2021,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,144261
06-2021,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,101343
06-2021,ICB,QMF,E54000029,NHS North East London Integrated Care Board,149810
06-2021,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,121113
06-2021,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,63615
06-2021,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,60404
06-2021,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,110324
06-2021,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,139579
06-2021,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",11821
06-2021,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,217151
06-2021,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,144983
06-2021,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",78271
06-2021,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,57576
06-2021,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,94005
06-2021,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,172385
06-2021,ICB,QRV,E54000027,NHS North West London Integrated Care Board,132070
06-2021,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,32955
06-2021,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,120859
06-2021,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,20082
06-2021,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",122172
06-2021,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,66687
06-2021,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,49358
06-2021,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",88969
06-2021,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,80198
06-2021,ICB,QWE,E54000031,NHS South West London Integrated Care Board,82043
06-2021,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,171207
06-2021,ICB,QWU,E54000018,NHS Coventry and Warwickshire Integrated Care Board,75367
06-2021,ICB,QXU,E54000052,NHS Surrey Heartlands Integrated Care Board,90350
06-2021,ICB,QYG,E54000008,NHS Cheshire and Merseyside Integrated Care Board,132292
06-2021,SUB ICB,W2U3Z,E38000256,NHS North West London ICB - W2U3Z,132070
06-2021,SUB ICB,X2C4Y,E38000254,NHS West Yorkshire ICB - X2C4Y,33203
07-2021,National,ENG,ENG,England,2173764
07-2021,Region,Y56,E40000003,London,362818
07-2021,Region,Y58,E40000006,South West,204702
07-2021,Region,Y59,E40000005,South East,424392
07-2021,Region,Y60,E40000011,Midlands,413689
07-2021,Region,Y61,E40000007,East of England,189614
07-2021,Region,Y62,E40000010,North West,240280
07-2021,Region,Y63,E40000012,North East and Yorkshire,338269
07-2021,SUB ICB,00L,E38000130,NHS North East and North Cumbria ICB - 00L,11880
07-2021,SUB ICB,00N,E38000163,NHS North East and North Cumbria ICB - 00N,9829
07-2021,SUB ICB,00P,E38000176,NHS North East and North Cumbria ICB - 00P,13145
07-2021,SUB ICB,00Q,E38000014,NHS Lancashire and South Cumbria ICB - 00Q,267
07-2021,SUB ICB,00R,E38000015,NHS Lancashire and South Cumbria ICB - 00R,1835
07-2021,SUB ICB,00T,E38000016,NHS Greater Manchester ICB - 00T,22183
07-2021,SUB ICB,00V,E38000024,NHS Greater Manchester ICB - 00V,12924
07-2021,SUB ICB,00X,E38000034,NHS Lancashire and South Cumbria ICB - 00X,7716
07-2021,SUB ICB,00Y,E38000135,NHS Greater Manchester ICB - 00Y,1704
07-2021,SUB ICB,01A,E38000050,NHS Lancashire and South Cumbria ICB - 01A,5352
07-2021,SUB ICB,01D,E38000080,NHS Greater Manchester ICB - 01D,17432
07-2021,SUB ICB,01E,E38000227,NHS Lancashire and South Cumbria ICB - 01E,4709
07-2021,SUB ICB,01F,E38000068,NHS Cheshire and Merseyside ICB - 01F,4464
07-2021,SUB ICB,01G,E38000143,NHS Greater Manchester ICB - 01G,13388
07-2021,SUB ICB,01H,E38000215,NHS North East and North Cumbria ICB - 01H,9476
07-2021,SUB ICB,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,1317
07-2021,SUB ICB,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,14055
07-2021,SUB ICB,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,334
07-2021,SUB ICB,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,45
07-2021,SUB ICB,01W,E38000174,NHS Greater Manchester ICB - 01W,4187
07-2021,SUB ICB,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,419
07-2021,SUB ICB,01Y,E38000263,NHS Greater Manchester ICB - 01Y,13412
07-2021,SUB ICB,02A,E38000187,NHS Greater Manchester ICB - 02A,5800
07-2021,SUB ICB,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,3751
07-2021,SUB ICB,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,4112
07-2021,SUB ICB,02H,E38000205,NHS Greater Manchester ICB - 02H,4321
07-2021,SUB ICB,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,2936
07-2021,SUB ICB,02P,E38000006,NHS South Yorkshire ICB - 02P,23961
07-2021,SUB ICB,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,5267
07-2021,SUB ICB,02T,E38000025,NHS West Yorkshire ICB - 02T,6368
07-2021,SUB ICB,02X,E38000044,NHS South Yorkshire ICB - 02X,20833
07-2021,SUB ICB,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,14300
07-2021,SUB ICB,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,15909
07-2021,SUB ICB,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,6653
07-2021,SUB ICB,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,2610
07-2021,SUB ICB,03L,E38000141,NHS South Yorkshire ICB - 03L,14857
07-2021,SUB ICB,03N,E38000146,NHS South Yorkshire ICB - 03N,22586
07-2021,SUB ICB,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,15047
07-2021,SUB ICB,03R,E38000190,NHS West Yorkshire ICB - 03R,12190
07-2021,SUB ICB,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",12391
07-2021,SUB ICB,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",17308
07-2021,SUB ICB,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",13302
07-2021,SUB ICB,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,4440
07-2021,SUB ICB,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,6125
07-2021,SUB ICB,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,6567
07-2021,SUB ICB,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,2120
07-2021,SUB ICB,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,781
07-2021,SUB ICB,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,13036
07-2021,SUB ICB,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,24695
07-2021,SUB ICB,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,11614
07-2021,SUB ICB,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,14389
07-2021,SUB ICB,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,26834
07-2021,SUB ICB,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,10612
07-2021,SUB ICB,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,8798
07-2021,SUB ICB,07G,E38000185,NHS Mid and South Essex ICB - 07G,4233
07-2021,SUB ICB,07H,E38000197,NHS Hertfordshire and West Essex ICB - 07H,17192
07-2021,SUB ICB,07K,E38000204,NHS Suffolk and North East Essex ICB - 07K,6963
07-2021,SUB ICB,09D,E38000021,NHS Sussex ICB - 09D,12475
07-2021,SUB ICB,10Q,E38000136,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",27261
07-2021,SUB ICB,10R,E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,7629
07-2021,SUB ICB,11J,E38000045,NHS Dorset ICB - 11J,23681
07-2021,SUB ICB,11M,E38000062,NHS Gloucestershire ICB - 11M,47947
07-2021,SUB ICB,11N,E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,7624
07-2021,SUB ICB,11X,E38000150,NHS Somerset ICB - 11X,14271
07-2021,SUB ICB,12F,E38000208,NHS Cheshire and Merseyside ICB - 12F,18256
07-2021,SUB ICB,13T,E38000212,NHS North East and North Cumbria ICB - 13T,23842
07-2021,SUB ICB,14L,E38000217,NHS Greater Manchester ICB - 14L,40251
07-2021,SUB ICB,14Y,E38000223,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",10052
07-2021,SUB ICB,15A,E38000221,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",12336
07-2021,SUB ICB,15C,E38000222,"NHS Bristol, North Somerset and South Gloucestershire ICB - 15C",49379
07-2021,SUB ICB,15E,E38000258,NHS Birmingham and Solihull ICB - 15E,58719
07-2021,SUB ICB,15F,E38000225,NHS West Yorkshire ICB - 15F,18548
07-2021,SUB ICB,15M,E38000261,NHS Derby and Derbyshire ICB - 15M,52000
07-2021,SUB ICB,15N,E38000230,NHS Devon ICB - 15N,25218
07-2021,SUB ICB,16C,E38000247,NHS North East and North Cumbria ICB - 16C,23868
07-2021,SUB ICB,18C,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,26889
07-2021,SUB ICB,26A,E38000239,NHS Norfolk and Waveney ICB - 26A,32678
07-2021,SUB ICB,27D,E38000233,NHS Cheshire and Merseyside ICB - 27D,7921
07-2021,SUB ICB,36J,E38000232,NHS West Yorkshire ICB - 36J,24158
07-2021,SUB ICB,36L,E38000245,NHS South West London ICB - 36L,49074
07-2021,SUB ICB,42D,E38000241,NHS Humber and North Yorkshire ICB - 42D,15712
07-2021,SUB ICB,52R,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,51314
07-2021,SUB ICB,70F,E38000248,NHS Sussex ICB - 70F,67089
07-2021,SUB ICB,71E,E38000238,NHS Lincolnshire ICB - 71E,22154
07-2021,SUB ICB,72Q,E38000244,NHS South East London ICB - 72Q,73816
07-2021,SUB ICB,78H,E38000262,NHS Northamptonshire ICB - 78H,31288
07-2021,SUB ICB,84H,E38000234,NHS North East and North Cumbria ICB - 84H,18988
07-2021,SUB ICB,91Q,E38000237,NHS Kent and Medway ICB - 91Q,79473
07-2021,SUB ICB,92A,E38000246,NHS Surrey Heartlands ICB - 92A,54893
07-2021,SUB ICB,92G,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",36582
07-2021,SUB ICB,93C,E38000240,NHS North Central London ICB - 93C,64859
07-2021,SUB ICB,97R,E38000235,NHS Sussex ICB - 97R,22948
07-2021,SUB ICB,99A,E38000101,NHS Cheshire and Merseyside ICB - 99A,27189
07-2021,SUB ICB,99C,E38000127,NHS North East and North Cumbria ICB - 99C,835
07-2021,SUB ICB,99E,E38000007,NHS Mid and South Essex ICB - 99E,8940
07-2021,SUB ICB,99F,E38000030,NHS Mid and South Essex ICB - 99F,8539
07-2021,SUB ICB,99G,E38000168,NHS Mid and South Essex ICB - 99G,4917
07-2021,SUB ICB,A3A8R,E38000255,NHS North East London ICB - A3A8R,90059
07-2021,SUB ICB,B2M3M,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,51315
07-2021,SUB ICB,D2P2L,E38000259,NHS Black Country ICB - D2P2L,31537
07-2021,SUB ICB,D4U1Y,E38000252,NHS Frimley ICB - D4U1Y,56602
07-2021,SUB ICB,D9Y0V,E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,73634
07-2021,SUB ICB,M1J4Y,E38000249,"NHS Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",9210
07-2021,SUB ICB,M2L0M,E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",7136
07-2021,ICB,QE1,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,40982
07-2021,ICB,QF7,E54000061,NHS South Yorkshire Integrated Care Board,82237
07-2021,ICB,QGH,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,26889
07-2021,ICB,QH8,E54000026,NHS Mid and South Essex Integrated Care Board,37241
07-2021,ICB,QHG,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",9210
07-2021,ICB,QHL,E54000055,NHS Birmingham and Solihull Integrated Care Board,58719
07-2021,ICB,QHM,E54000050,NHS North East and North Cumbria Integrated Care Board,111863
07-2021,ICB,QJ2,E54000058,NHS Derby and Derbyshire Integrated Care Board,52000
07-2021,ICB,QJG,E54000023,NHS Suffolk and North East Essex Integrated Care Board,30150
07-2021,ICB,QJK,E54000037,NHS Devon Integrated Care Board,25218
07-2021,ICB,QJM,E54000013,NHS Lincolnshire Integrated Care Board,22154
07-2021,ICB,QK1,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",43001
07-2021,ICB,QKK,E54000030,NHS South East London Integrated Care Board,73816
07-2021,ICB,QKS,E54000032,NHS Kent and Medway Integrated Care Board,79473
07-2021,ICB,QM7,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,55640
07-2021,ICB,QMF,E54000029,NHS North East London Integrated Care Board,90059
07-2021,ICB,QMJ,E54000028,NHS North Central London Integrated Care Board,64859
07-2021,ICB,QMM,E54000022,NHS Norfolk and Waveney Integrated Care Board,32678
07-2021,ICB,QNC,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,33069
07-2021,ICB,QNQ,E54000034,NHS Frimley Integrated Care Board,56602
07-2021,ICB,QNX,E54000053,NHS Sussex Integrated Care Board,102512
07-2021,ICB,QOC,E54000011,"NHS Shropshire, Telford and Wrekin Integrated Care Board",7136
07-2021,ICB,QOP,E54000057,NHS Greater Manchester Integrated Care Board,135602
07-2021,ICB,QOQ,E54000051,NHS Humber and North Yorkshire Integrated Care Board,70231
07-2021,ICB,QOX,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",36582
07-2021,ICB,QPM,E54000059,NHS Northamptonshire Integrated Care Board,31288
07-2021,ICB,QR1,E54000043,NHS Gloucestershire Integrated Care Board,47947
07-2021,ICB,QRL,E54000042,NHS Hampshire and the Isle of Wight Integrated Care Board,81263
07-2021,ICB,QRV,E54000027,NHS North West London Integrated Care Board,85010
07-2021,ICB,QSL,E54000038,NHS Somerset Integrated Care Board,14271
07-2021,ICB,QT1,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,56581
07-2021,ICB,QT6,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,7624
07-2021,ICB,QU9,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",49649
07-2021,ICB,QUA,E54000062,NHS Black Country Integrated Care Board,31537
07-2021,ICB,QUE,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,24695
07-2021,ICB,QUY,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",49379
07-2021,ICB,QVV,E54000041,NHS Dorset Integrated Care Board,23681
07-2021,ICB,QWE,E54000031,NHS South West London Integrated Care Board,49074
07-2021,ICB,QWO,E54000054,NHS West Yorkshire Integrated Care Board,73938
